name,U1_index,U2_index,Bridge_atom1,Bridge_atom2,smiles,delta_E,COS2,E_0,E_10,E_20,E_30,E_40,E_50,E_60,E_70,E_80,E_90,E_100,E_110,E_120,E_130,E_140,E_150,E_160,E_170,E_180,dihes_1,dihes_2,dihes_3,dihes_4,ori_ang,new_name,new_cos2
13428,87,105,3,4,[H]c1c(F)c(-c2c([H])c3c4c(c([H])c([H])c5c6c([H])c([H])c7c8c(c([H])c([H])c(c2c45)c86)C(=O)N(C([H])([H])[H])C7=O)C(=O)N(C([H])([H])[H])C3=O)c(F)c([H])c1[H],21.69905374,0.241414233,12.8010612,17.32535783,21.69905374,2.76728823,1.02910492,0.14432569,0,0.41415198,1.1295054,1.35540648,0.66515318,0.11922557,0,0.60867791,2.14606026,4.75019771,8.43364032,13.03951234,17.98423598,1,3,4,5,-0.001,17082,0.241415258
13088,144,83,5,6,[H]c1c(-c2c3sc(-c4sc5c6c(sc5c4[H])-c4c([H])c5c(c([H])c4C6(C([H])([H])[H])C([H])([H])[H])-c4sc6c([H])c([H])sc6c4C5(C([H])([H])[H])C([H])([H])[H])c([H])c3c(-c3sc(C([H])([H])[H])c(Cl)c3[H])c3sc([H])c([H])c23)sc(C([H])([H])[H])c1Cl,4.19172004,0.864334164,1.29265618,1.24873097,1.14205546,1.14205546,1.36795654,1.84485882,2.52883709,3.30694081,3.9532689,4.19172004,3.86541848,3.15006506,2.27156086,1.43698187,0.7530036,0.28865138,0.05647527,0,0.02510012,4,5,6,7,-0.001,16580,0.864328711
17361,163,158,8,9,[H]C([H])([H])C(=O)c1sc2c([H])sc(-c3nnc([H])nn3)c2c1F,7.26648474,0.938239572,0,0.08157539,0.39532689,1.02282989,1.97035942,3.18771524,4.54939675,5.87342808,6.88998294,7.26648474,6.85860779,5.78557766,4.36742088,2.93043901,1.71935822,0.83457899,0.30747647,0.0627503,0,7,8,9,10,-0.001,24156,0.938239116
4467,19,129,20,21,[H]c1c([H])c2c(c(F)c1[H])N(C([H])([H])[H])C(=O)/C2=C1/C(=O)N(C([H])([H])[H])c2c(F)c(-c3sc4c(c3[H])c3c([H])c5c(=O)n(C([H])([H])[H])c(=O)c6c([H])c7c8sc([H])c([H])c8c8c([H])c9c(=O)n(C([H])([H])[H])c(=O)c%10c([H])c4c4c3c(c65)c7c8c4c%109)c([H])c([H])c21,3.8277683,0.853912027,0.33257659,0.30120144,0.28237635,0.41415198,0.7530036,1.31148127,2.02683469,2.80493841,3.47636662,3.8277683,3.72109279,3.15634009,2.30921104,1.39933169,0.64005306,0.15687575,0,0.03765018,0.09412545,18,20,21,22,-0.0009,5439,0.853910575
4973,22,152,14,15,[H]c1nc([H])c([H])c2c1/C(=C1\C(=O)N(C([H])([H])[H])c3c([H])c(-c4sc([H])nc4C([H])([H])[H])nc([H])c31)C(=O)N2C([H])([H])[H],5.50947634,0.916895623,0.69652833,0.73417851,0.8785042,1.22363085,1.79465858,2.58531236,3.55166698,4.52429663,5.26475017,5.50947634,5.17062472,4.37369591,3.34459099,2.30293601,1.3805066,0.68397827,0.24472617,0.03765018,0,13,14,15,16,-0.0009,6062,0.916892827
4853,22,41,14,15,[H]c1nc([H])c([H])c2c1/C(=C1\C(=O)N(C([H])([H])[H])c3c([H])c(-c4c5nsnc5c([H])c5nc(C([H])([H])[H])c(C([H])([H])[H])nc45)nc([H])c31)C(=O)N2C([H])([H])[H],5.77930263,0.35921355,5.77930263,4.14779483,2.45353673,1.12323037,0.30120144,0.03137515,0.20080096,0.57102773,0.91615438,1.06048007,0.91615438,0.5647527,0.17570084,0,0.23845114,1.01027983,2.29666098,3.81521824,4.77529783,13,14,15,16,-0.0009,5944,0.359213116
6933,33,150,11,12,[H]c1c([H])sc2c1C(C([H])([H])[H])(C([H])([H])[H])c1c-2sc(-c2c(F)c(F)c([H])c3nc(OC([H])([H])[H])c(C([H])([H])[H])nc23)c1[H],4.43644621,0.897387321,1.36168151,1.34913145,1.36168151,1.48718211,1.81348367,2.36568631,3.06848967,3.77129303,4.27957046,4.43644621,4.19799507,3.60186722,2.78611332,1.90760912,1.11695534,0.52082749,0.16315078,0.02510012,0,10,11,12,13,-0.0009,8529,0.897382629
7994,39,131,3,4,[H]c1c(F)c(-c2c(C#N)c(OC([H])([H])[H])c([H])c(C#N)c2OC([H])([H])[H])c2nsnc2c1[H],35.56059501,0.144991761,20.96487523,27.91133344,35.56059501,5.50320131,2.69198787,0.95380456,0.13805066,0,0.20707599,0.39532689,0.37022677,0.21335102,0.27610132,0.97890468,2.59158739,5.32750047,9.36234476,14.85299601,21.85592949,1,3,4,5,-0.0009,9684,0.144992954
3732,47,15,11,12,[H]c1c([H])c2c(c([H])c1[H])C(C([H])([H])[H])(C([H])([H])[H])c1c([H])c(-c3sc4c(c3[H])C(C#N)(C#N)c3c([H])c5c(c([H])c3-4)C(C#N)(C#N)c3c-5sc([H])c3[H])c([H])c([H])c1-2,3.09986482,0.769245532,0.4392521,0.30747647,0.08785042,0.00627503,0.20080096,0.70280336,1.41815678,2.20881056,2.84886362,3.09986482,2.84886362,2.21508559,1.42443181,0.70907839,0.20707599,0,0.08157539,0.3137515,0.4392521,10,11,12,13,-0.0009,4550,0.769245529
4400,64,19,14,15,[H]c1c([H])c([H])c(N(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c(-c3c([H])c([H])c4c(c3F)N(C([H])([H])[H])C(=O)/C4=C3/C(=O)N(C([H])([H])[H])c4c(F)c([H])c([H])c([H])c43)c([H])c2[H])c([H])c1[H],3.09358979,0.635721652,2.20253553,1.65033289,0.7530036,0.20707599,0.17570084,0.627503,1.39305666,2.22763565,2.87396374,3.09358979,2.79866338,2.09586002,1.21108079,0.43297707,0,0.0627503,0.65260312,1.5687575,2.20253553,13,14,15,16,-0.0009,5374,0.635719791
11459,66,127,0,4,[H]C(=N/N=C(\[H])[H])c1c([H])c2c(c([H])c([H])c3c(=O)n(C([H])([H])[H])c(=O)c32)c2c(=O)n(C([H])([H])[H])c(=O)c12,7.59906133,0.950134707,0,0.13177563,0.53337755,1.21108079,2.13978523,3.2630156,4.49919651,5.70400227,6.73310719,7.41081043,7.59906133,7.29158486,6.65780683,5.97382856,5.45300107,5.22709999,5.29612532,5.54085149,5.69145221,1,0,4,5,-0.0009,14311,0.950139201
11006,116,62,20,21,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c1-n1c2c([H])c([H])sc2c2sc(-c3c([H])c([H])c4c(C#CC([H])([H])[H])c5c([H])c([H])c([H])c([H])c5c(C#CC([H])([H])[H])c4c3[H])c([H])c21,3.9532689,0.829025296,0.55220264,0.42670204,0.2510012,0.23845114,0.51455246,1.10440528,1.93898427,2.86141368,3.62696734,3.9532689,3.7022677,3.00573937,2.12096014,1.24245594,0.54592761,0.11922557,0,0.08157539,0.13805066,19,20,21,22,-0.0009,13700,0.829024335
14739,145,100,13,14,[H]c1c(F)c(OC([H])([H])[H])c(F)c([H])c1-c1c2sc(-c3c(F)c(F)c([H])c(F)c3F)c([H])c2c(-c2c([H])c(F)c(OC([H])([H])[H])c(F)c2[H])c2sc([H])c([H])c12,2.68571284,0.81932324,0.11922557,0.0627503,0,0.09412545,0.39532689,0.89105426,1.5060072,2.09586002,2.52883709,2.68571284,2.52256206,2.08958499,1.51228223,0.91615438,0.43297707,0.13805066,0.05020024,0.08785042,0.11922557,12,13,14,15,-0.0009,19031,0.819323528
7799,38,164,1,2,[H]c1c(-c2sc([H])c3c2C(=O)c2c(C([H])([H])[H])sc(C([H])([H])[H])c2C3=O)c([H])c2c([H])c([H])c([H])c([H])c2c1[H],3.87169351,0.450813765,2.85513865,2.37196134,1.43070684,0.67142821,0.36395174,0.52082749,0.99145474,1.52483229,1.85740888,1.85113385,1.47463205,0.8785042,0.29492641,0,0.20707599,0.99145474,2.21508559,3.3885162,3.87169351,0,1,2,3,-0.0008,9451,0.45081057
9761,51,162,3,4,[H]c1c([H])[se]c(-c2sc([H])c3c2OC([H])([H])C([H])([H])O3)c1[H],4.54312172,0.916506901,1.41188175,1.35540648,1.34913145,1.5060072,1.89505906,2.510012,3.25674057,3.97836902,4.4552713,4.54312172,4.25447034,3.68344261,2.96808919,2.20881056,1.49345714,0.87222917,0.38905186,0.08785042,0,2,3,4,5,-0.0008,12013,0.916503767
11848,71,92,5,6,[H]c1c([H])c2c3sc(-c4c5c(c([H])c6nn(C([H])([H])[H])nc46)C(=O)N(C([H])([H])[H])C5=O)c(C([H])([H])[H])c3c3c4c([H])c([H])c([H])c5c6sc([H])c(C([H])([H])[H])c6c(c(c1[H])c23)c54,11.94765712,0.359545514,11.94765712,8.50894068,5.67890215,3.50774177,2.04565978,1.27383109,1.10440528,1.36795654,1.78838355,2.02055966,1.68170804,0.86595414,0.21335102,0,0.38905186,1.46835702,3.2630156,5.76675257,8.91681763,4,5,6,7,-0.0008,14862,0.359536536
5989,97,28,1,2,[H]c1c(-c2nc3c(=O)n(C([H])([H])[H])c(=O)c4nc([H])sc4c3s2)nc2sc([H])c([H])c2c1[H],10.56715052,0.970270399,0,0.20707599,0.87222917,1.95780936,3.39479123,5.07022424,6.81468258,8.42736529,9.68864632,10.42909986,10.56715052,10.19692375,9.56314572,8.89799254,8.35206493,8.00066325,7.8437875,7.83123744,7.86888762,0,1,2,3,-0.0008,7353,0.970273394
16540,139,131,1,2,[H]c1c(-c2c(C#N)c(OC([H])([H])[H])c([H])c(C#N)c2OC([H])([H])[H])sc([H])c1C(=O)OC([H])([H])[H],3.30066578,0.514248637,0.83457899,0.98517971,0.71535342,0.37022677,0.27610132,0.41415198,0.69652833,1.02282989,1.3177563,1.53110732,1.61268271,0.627503,0.24472617,0,0.02510012,0.40787695,1.16715558,2.22136062,3.30066578,0,1,2,3,-0.0008,21949,0.514246503
14808,142,101,10,11,[H]c1c([H])c(OC([H])([H])[H])c([H])c(-c2c3sc(-c4c([H])c([H])c5c6c(=O)n(C([H])([H])[H])c(=O)c7c8c([H])c([H])c([H])c([H])c([H])c-8c8c(=O)n(C([H])([H])[H])c(=O)c(c-5c([H])c4[H])c6c78)c([H])c3c(-c3c([H])c([H])c([H])c(OC([H])([H])[H])c3[H])c3sc([H])c([H])c23)c1[H],4.15406986,0.804658421,0.47690228,0.29492641,0.03137515,0.00627503,0.33885162,1.04793001,2.01428463,3.03083949,3.84031836,4.15406986,3.85914345,3.0747647,2.06448487,1.09185522,0.36395174,0,0.01882509,0.30120144,0.47690228,9,10,11,12,-0.0008,19140,0.804658454
5890,154,27,13,14,[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])-c1nc3c(-c4nc5c(=O)n(C([H])([H])[H])c(=O)c6c([H])c([H])sc6c5s4)sc([H])c3nc1-2,9.97102267,0.972879574,7.32296001,7.26020971,7.22255953,7.3417851,7.66808666,8.20773924,8.89171751,9.56942075,9.97102267,9.83924704,9.11761859,7.96301307,6.55113132,5.020024,3.48264165,2.08958499,0.97262965,0.2510012,0,12,13,14,15,-0.0008,7171,0.972876778
8995,156,46,11,12,[H]c1c([H])c2c3c(c([H])c([H])c([H])c3c1[H])C1=C(c3sc4c5sc([H])c([H])c5n(C([H])([H])[H])c4c3[H])C(=O)C([H])=C12,8.00066325,0.928213252,0,0.02510012,0.23217611,0.7530036,1.62523277,2.86141368,4.37369591,5.98637862,7.36688522,8.00066325,7.72456193,6.80840755,5.55967658,4.23564525,3.05593961,2.16488535,1.67543301,1.63778283,2.01428463,10,11,12,13,-0.0008,11007,0.928217598
8606,43,159,34,35,[H]c1c([H])c2c(c(F)c1[H])N(C([H])([H])[H])C(=O)/C2=C1/C(=O)Oc2c([H])c3c(c([H])c21)OC(=O)/C3=C1/C(=O)N(C([H])([H])[H])c2c(F)c(-c3sc4c5sc([H])c([H])c5c5c([H])c(C([H])([H])[H])c(C([H])([H])[H])c([H])c5c4c3[H])c([H])c([H])c21,4.75019771,0.885401595,0.2510012,0.2510012,0.28865138,0.51455246,0.98517971,1.6942581,2.57903733,3.52656686,4.33604573,4.75019771,4.59332196,3.90934369,2.89906386,1.83230876,0.92870444,0.3137515,0.03137515,0,0.02510012,32,34,35,36,-0.0007,10498,0.885400671
10026,54,71,5,6,[H]c1c(-c2c3sc(-c4sc5c6c([H])c([H])c([H])c7c6c(c5c4C([H])([H])[H])c4c([H])c([H])c([H])c5c6sc([H])c(C([H])([H])[H])c6c7c54)c([H])c3c(-c3sc(C([H])([H])[H])c([H])c3[H])c3sc([H])c([H])c23)sc(C([H])([H])[H])c1[H],2.52256206,0.495847343,2.52256206,1.58130756,0.74672857,0.19452593,0,0.11922557,0.47690228,0.92242941,1.27383109,1.38678163,1.20480576,0.84085402,0.47062725,0.25727623,0.28237635,0.57730276,1.09185522,1.6942581,2.22136062,4,5,6,7,-0.0007,12400,0.495849027
14884,147,102,10,11,[H]c1c([H])c(SC([H])([H])[H])c([H])c(-c2c3sc(C4=c5c([H])c6c(c([H])c5N(C([H])([H])[H])C4=O)=C([H])C(=O)N6C([H])([H])[H])c([H])c3c(-c3c([H])c([H])c([H])c(SC([H])([H])[H])c3[H])c3sc([H])c([H])c23)c1[H],6.78958246,0.927465914,0,0.13805066,0.47062725,0.65887815,1.60013265,2.8237635,4.24192028,5.61615185,6.56368138,6.78958246,6.29385509,5.32750047,4.1415198,2.94298907,1.90760912,1.14833049,0.72162845,0.53965258,0.35767671,9,10,11,12,-0.0007,19256,0.927467176
16885,161,138,2,3,[H]c1c([H])c(-c2sc([H])c3sc(C(=O)OC([H])([H])[H])c(F)c23)n([H])c1[H],6.62643168,0.931186406,0,0.05647527,0.30120144,0.83457899,1.68798307,2.79866338,4.02229423,5.20199987,6.16835449,6.62643168,6.36288042,5.5847767,4.61214705,3.7022677,3.01828943,2.67316278,2.67316278,2.90533889,3.06848967,1,2,3,4,-0.0007,22630,0.931190448
7657,162,37,5,6,[H]C1([H])Oc2c([H])sc(-c3sc([H])c4c3N=S=N4)c2OC1([H])[H],5.76675257,0.957139656,5.25220011,4.85059819,4.21682016,3.79011812,3.68344261,3.89679363,4.36114585,4.97609879,5.52830143,5.76675257,5.54712652,4.94472364,4.16034489,3.28811572,2.37196134,1.47463205,0.70280336,0.18197587,0,4,5,6,7,-0.0007,9269,0.957136616
4297,18,120,13,14,[H]c1c([H])sc2c1C(C#N)(C#N)c1c-2sc(-c2sc3c([H])c4c5c(sc4c([H])c3c2[H])-c2c([H])c3c(c([H])c2C5(C([H])([H])[H])C([H])([H])[H])-c2sc4c([H])c5c([H])c([H])sc5c([H])c4c2C3(C([H])([H])[H])C([H])([H])[H])c1[H],3.55794201,0.836819849,1.01027983,0.93497947,0.79692881,0.75927863,0.93497947,1.36168151,1.98918451,2.71081296,3.31949087,3.55794201,3.28811572,2.65433769,1.88878403,1.15460552,0.5647527,0.1882509,0.02510012,0,0.01255006,12,13,14,15,-0.0006,5232,0.836817323
9557,50,130,1,2,[H]c1c(-c2sc([H])c(C([H])([H])[H])c2C#N)[se]c([H])c1C([H])([H])[H],3.79639315,0.851295794,0,0.03765018,0.16942581,0.42670204,0.82202893,1.35540648,1.99545954,2.67943781,3.3257659,3.79639315,3.7022677,2.96181416,2.0707599,1.26755606,0.6902533,0.40160192,0.38277683,0.52082749,0.60867791,0,1,2,3,-0.0006,11727,0.851296217
10651,59,103,20,21,[H]c1c([H])sc2c1C(C([H])([H])[H])(C([H])([H])[H])c1c([H])c3c(c([H])c1-2)C(C([H])([H])[H])(C([H])([H])[H])c1c-3sc(-c2c3c(c([H])c4nn(C([H])([H])[H])nc24)N=[Se]=N3)c1[H],8.45246541,0.963159507,0,0.19452593,0.75927863,1.65033289,2.81121344,4.16661992,5.61615185,6.97783336,8.02576337,8.45246541,8.08851367,7.08450887,5.75420251,4.37369591,3.10613985,2.06448487,1.26128103,0.74672857,0.57102773,19,20,21,22,-0.0006,13225,0.963160528
10506,77,58,17,18,[H]c1c2c(c([H])c3c([H])c([H])sc13)C(C([H])([H])[H])(C([H])([H])[H])c1c-2c([H])c2sc(-c3sc4c(sc5c(C([H])([H])[H])c([H])sc54)c3C([H])([H])[H])c([H])c2c1[H],1.71935822,0.618190737,1.33030636,1.01027983,0.47062725,0.08785042,0,0.20080096,0.62122797,1.1295054,1.55620744,1.71935822,1.54365738,1.12323037,0.66515318,0.3137515,0.15060072,0.19452593,0.3765018,0.55847767,0.63377803,16,17,18,19,-0.0006,13040,0.618191225
8388,84,42,20,21,[H]c1c([H])[se]c2c1C(C([H])([H])[H])(C([H])([H])[H])c1c([H])c3c(c([H])c1-2)C(C([H])([H])[H])(C([H])([H])[H])c1c-3[se]c(-c2c([H])c3c4c(c([H])c([H])c5c4c2C(=O)N(C([H])([H])[H])C5=O)C(=O)N(C([H])([H])[H])C3=O)c1[H],4.0787695,0.796083209,4.0787695,3.34459099,2.53511212,1.97663445,1.81348367,2.0707599,2.56648727,3.00573937,3.18771524,3.06221464,2.61668751,2.03310972,1.57503253,1.39305666,0.65887815,0.10667551,0,0.3137515,0.68397827,19,20,21,22,-0.0006,10242,0.79607731
14503,97,150,1,2,[H]c1c(-c2c(F)c(F)c([H])c3nc(C([H])([H])[H])c(OC([H])([H])[H])nc23)nc2sc([H])c([H])c2c1[H],6.38170551,0.32583846,6.38170551,4.87569831,2.98063925,1.46835702,0.52082749,0.14432569,0.21962605,0.51455246,0.80947887,0.93497947,0.80320384,0.45180216,0.10667551,0,0.33257659,1.17970564,2.49746194,3.95954393,4.71882256,0,1,2,3,-0.0006,18633,0.325837482
9821,106,52,10,11,[H]c1c([H])c2c(c([H])c1[H])C(=O)c1c([H])c(-c3sc4c(C([H])([H])[H])c([H])sc4c3C([H])([H])[H])c([H])c([H])c1-2,2.61041248,0.516556431,2.61041248,2.05193481,1.14205546,0.47062725,0.1882509,0.28865138,0.69652833,1.22363085,1.66915798,1.82603373,1.60640768,1.10440528,0.52710252,0.10667551,0,0.30747647,0.99145474,1.83230876,2.2590108,9,10,11,12,-0.0006,12115,0.516555085
10657,109,59,4,5,[H]c1nc([H])c([H])c(-c2sc3c(c2[H])C(C([H])([H])[H])(C([H])([H])[H])c2c([H])c4c(c([H])c2-3)C(C([H])([H])[H])(C([H])([H])[H])c2c-4sc([H])c2[H])n1,8.80386709,0.959930599,0.74672857,0.88477923,1.3177563,2.05820984,3.12496494,4.46154633,5.94245341,7.36688522,8.43364032,8.80386709,8.32696481,7.17863432,5.69145221,4.1415198,2.71708799,1.54365738,0.68397827,0.16942581,0,3,4,5,6,-0.0006,13231,0.95992927
15974,133,120,3,4,[H]c1c([H])sc(-c2sc3c([H])c4c5c(sc4c([H])c3c2[H])-c2c([H])c3c(c([H])c2C5(C([H])([H])[H])C([H])([H])[H])-c2sc4c([H])c5c([H])c([H])sc5c([H])c4c2C3(C([H])([H])[H])C([H])([H])[H])c1-c1c([H])c([H])c(C([H])([H])[H])c([H])c1[H],2.91161392,0.583733798,1.60013265,1.10440528,0.53965258,0.14432569,0,0.1255006,0.47062725,0.94752953,1.49973217,2.10213505,2.64178763,2.91161392,2.7610132,0.10667551,0.16315078,0.42042701,0.79692881,1.16088055,1.36795654,2,3,4,5,-0.0006,21066,0.583735531
5860,141,27,12,13,[H]c1c(F)c(C([H])([H])[H])c(F)c([H])c1-c1c2sc(-c3nc4c(=O)n(C([H])([H])[H])c(=O)c5c([H])c([H])sc5c4s3)c([H])c2c(-c2c([H])c(F)c(C([H])([H])[H])c(F)c2[H])c2sc([H])c([H])c12,6.61388162,0.947057366,0,0.13805066,0.54592761,1.20480576,2.08330996,3.137515,4.27957046,5.37770071,6.23110479,6.61388162,6.38798054,5.65380203,4.66234729,3.60814225,2.64806266,1.87623397,1.33658139,1.03537995,0.93497947,11,12,13,14,-0.0006,7141,0.947059165
4598,20,100,18,19,[H]c1c([H])c2c(c([H])c1[H])N(C([H])([H])[H])C(=O)/C2=C1/C(=O)N(C([H])([H])[H])c2c([H])c(-c3c(F)c(F)c([H])c(F)c3F)c([H])c([H])c21,3.7022677,0.507676045,3.7022677,2.68571284,1.36795654,0.43297707,0.03765018,0.16942581,0.67142821,1.29265618,1.77583349,1.95153433,1.75073337,1.24873097,0.62122797,0.1255006,0,0.40160192,1.36168151,2.71708799,3.7022677,17,18,19,20,-0.0005,5611,0.507675784
7034,34,112,11,12,[H]C1=C([H])C([H])([H])C2=C1C(C([H])([H])[H])(C([H])([H])[H])C1=C2C([H])([H])C(c2nnc([H])s2)=C1[H],8.15126397,0.95906192,0,0.16942581,0.67142821,1.49973217,2.61041248,3.93444381,5.35260059,6.70800707,7.74338702,8.15126397,7.78731223,6.86488282,5.67262712,4.43017118,3.29439075,2.34686122,1.65033289,1.22990588,1.09185522,10,11,12,13,-0.0005,0,0.959063443
12201,74,133,33,34,[H]c1c([H])c2c(c([H])c1[H])N(C([H])([H])[H])C(=O)/C2=C1/C(=O)Oc2c1c([H])c([H])c1c3c(c([H])c([H])c21)/C(=C1\C(=O)N(C([H])([H])[H])c2c([H])c(-c4sc([H])c([H])c4-c4c([H])c([H])c(C([H])([H])[H])c([H])c4[H])c([H])c([H])c21)C(=O)O3,4.1415198,0.581448977,2.86768871,2.11468511,1.18598067,0.55220264,0.35767671,0.58357779,1.16088055,1.95153433,2.77356326,3.46381656,3.90934369,4.1415198,0.79692881,0.21335102,0,0.23217611,0.88477923,1.77583349,2.35941128,32,33,34,35,-0.0005,15333,0.581446792
9289,75,49,14,15,[H]C1=C([H])C([H])=[N+]2C1=C(c1sc(C([H])([H])[H])c([H])c1[H])c1c([H])c(-c3c([H])c([H])c4c(c3[H])[Ge](C([H])([H])[H])(C([H])([H])[H])c3c([H])c([H])c([H])c([H])c3-4)c([H])n1[B-]2(F)F,3.40106626,0.82912183,0.13177563,0.07530036,0,0.08157539,0.41415198,0.99772977,1.75073337,2.52883709,3.14379003,3.40106626,3.18771524,2.59786242,1.81348367,1.06048007,0.47062725,0.13805066,0.05647527,0.13805066,0.21335102,13,14,15,16,-0.0005,11423,0.829122071
13378,86,158,3,4,[H]c1c(F)c(-c2nnc([H])nn2)c([H])c(F)c1[H],3.84031836,0.851588599,0.0627503,0.03137515,0,0.10040048,0.46435222,1.11695534,2.00173457,2.89906386,3.5767671,3.84031836,3.62069231,2.98063925,2.12096014,1.26755606,0.57730276,0.15687575,0.00627503,0.02510012,0.0627503,1,3,4,5,-0.0005,16990,0.851588791
13301,90,86,5,6,[H]C1=C([H])C(C([H])([H])[H])(C([H])([H])[H])C(c2c([H])c(F)c([H])c([H])c2F)=C1[H],1.65033289,0.748334105,0,0.08157539,0.32002653,0.64632809,0.96635462,1.24245594,1.49345714,1.65033289,1.61895774,1.44953193,1.23618091,1.07930516,1.07930516,1.30520624,1.54993241,1.39933169,1.3177563,1.36795654,1.41815678,2,5,6,7,-0.0005,16915,0.748335597
14832,101,163,14,15,[H]c1c([H])c2c3c(=O)n(C([H])([H])[H])c(=O)c4c5c([H])c([H])c(-c6sc([H])c7c(F)c(C(=O)C([H])([H])[H])sc67)c([H])c([H])c-5c5c(=O)n(C([H])([H])[H])c(=O)c(c-2c([H])c([H])c1[H])c3c45,4.05366938,0.758436006,1.01655486,0.65887815,0.21962605,0.07530036,0.34512665,0.99772977,1.92643421,2.92416398,3.72736782,4.05366938,3.72736782,2.90533889,1.87623397,0.93497947,0.26982629,0,0.15687575,0.64005306,1.01655486,13,14,15,16,-0.0005,19164,0.758435638
8681,109,44,4,5,[H]c1nc([H])c([H])c(-c2sc3c(OC([H])([H])[H])c4c([H])c([H])sc4c(OC([H])([H])[H])c3c2[H])n1,7.39826037,0.95283739,0.54592761,0.66515318,1.05420504,1.73190828,2.69198787,3.88424357,5.16434969,6.3377803,7.15980923,7.39826037,6.99038342,6.06167898,4.83804813,3.53911692,2.3217611,1.31148127,0.57102773,0.13177563,0,3,4,5,6,-0.0005,10615,0.952836436
15861,118,128,15,16,[H]c1c([H])sc2c3c([H])c4c(c([H])c3n(C([H])([H])[H])c12)c1sc(-c2sc3c(sc5c6sc([H])c(C([H])([H])[H])c6sc35)c2C([H])([H])[H])c([H])c1n4C([H])([H])[H],1.65033289,0.605804222,1.56248247,1.17970564,0.57102773,0.13805066,0,0.17570084,0.58357779,1.07930516,1.49973217,1.65033289,1.43698187,0.99772977,0.52710252,0.18197587,0.03765018,0.09412545,0.28237635,0.48317731,0.57102773,14,15,16,17,-0.0005,20873,0.605803919
14201,139,94,3,4,[H]c1c([H])sc(C2=C3SC(=O)C([H])=C3SC2=O)c1C(=O)OC([H])([H])[H],8.2202893,0.383837289,5.65380203,3.31949087,1.82603373,0.76555366,0.16942581,0,0.1882509,0.61495294,1.13578043,1.55620744,1.66288295,1.42443181,1.17343061,1.14833049,1.49973217,2.35941128,3.80266818,5.81695281,8.2202893,2,3,4,5,-0.0005,18213,0.383842795
15823,141,117,12,13,[H]c1c(F)c(C([H])([H])[H])c(F)c([H])c1-c1c2sc(-c3sc4c(c3[H])[Ge](C([H])([H])[H])(C([H])([H])[H])c3c([H])c5c(c([H])c3-4)[Ge](C([H])([H])[H])(C([H])([H])[H])c3c-5sc([H])c3[H])c([H])c2c(-c2c([H])c(F)c(C([H])([H])[H])c(F)c2[H])c2sc([H])c([H])c12,4.15406986,0.869464131,1.16715558,1.09185522,0.99772977,1.03537995,1.28010612,1.78838355,2.49118691,3.26929063,3.90934369,4.15406986,3.85286842,3.16889015,2.32803613,1.5060072,0.83457899,0.37022677,0.11295054,0.01882509,0,11,12,13,14,-0.0005,20795,0.869461886
9886,163,52,8,9,[H]C([H])([H])C(=O)c1sc2c([H])sc(-c3sc4c(C([H])([H])[H])c([H])sc4c3C([H])([H])[H])c2c1F,8.70346661,0.393019364,8.70346661,5.4592761,2.95553913,1.24245594,0.28237635,0,0.26982629,0.95380456,1.77583349,2.04565978,1.8197587,1.39305666,1.07930516,1.03537995,1.3177563,1.84485882,2.45353673,2.96181416,3.16261512,7,8,9,10,-0.0005,12178,0.393024239
4574,20,79,18,19,[H]c1c([H])c2c(c([H])c1[H])N(C([H])([H])[H])C(=O)/C2=C1/C(=O)N(C([H])([H])[H])c2c([H])c(-c3c([H])c([H])c([H])c4nn(C([H])([H])[H])nc34)c([H])c([H])c21,3.75246794,0.744638971,1.53738235,1.21735582,0.72162845,0.47062725,0.65260312,1.22990588,2.05820984,2.91161392,3.54539195,3.75246794,3.44499147,2.69198787,1.73818331,0.84085402,0.21962605,0,0.18197587,0.59612785,0.85340408,17,18,19,20,-0.0004,5587,0.744637035
5617,27,30,1,2,[H]c1c(C2=C3C(=O)N(C([H])([H])[H])C([H])=C3C(=O)N2C([H])([H])[H])sc2c1c(=O)n(C([H])([H])[H])c(=O)c1nc([H])sc12,6.31895521,0.934399947,0.45807719,0.70907839,1.24245594,1.99545954,2.91788895,3.91561872,4.85059819,5.63497694,6.18090455,6.31895521,5.78557766,4.74392268,3.57049207,2.45353673,1.49345714,0.74672857,0.26982629,0.05020024,0,0,1,2,3,-0.0004,6904,0.934398423
8105,40,70,20,21,[H]c1c([H])sc2c1[Si](C([H])([H])[H])(C([H])([H])[H])c1c([H])c3c(c([H])c1-2)[Si](C([H])([H])[H])(C([H])([H])[H])c1c-3sc(-c2c3c([H])c4sc(C([H])([H])[H])c([H])c4c([H])c3c([H])c3c([H])c4sc(C([H])([H])[H])c([H])c4c([H])c23)c1[H],13.45366432,0.086675697,12.49358473,13.45366432,8.32068978,5.52830143,3.29439075,1.6942581,0.71535342,0.22590108,0.04392521,0,0.01255006,0.16942581,0.627503,1.58130756,3.18144021,5.4592761,8.20773924,10.49812519,11.82843155,19,20,21,22,-0.0004,9879,0.08667554
